Number,Rope replicate,Depth,Date,Time period,Time,conc,,Day,,DepthT,Temp,Average,DepthL,Lux,,,,
46,1,1.5m,22/06/2019,,21:00:00,,,3,PM,1.5m=17.10,15.187,,1.5= 46.93,2,,,,
47,1,1.5m,22/06/2019,,22:00:00,,,3,PM,1.5m=17.10,15.091,,1.5= 46.93,0,,,,
48,1,1.5m,22/06/2019,,23:00:00,,,3,PM,1.5m=17.10,14.9,,1.5= 46.93,0,,,,
49,1,1.5m,23/06/2019,,00:00:00,,,4,AM,1.5m=17.10,14.709,,1.5= 46.93,0,,,,
50,1,1.5m,23/06/2019,,01:00:00,,,4,AM,1.5m=17.10,14.613,,1.5= 46.93,0,,,,
51,1,1.5m,23/06/2019,,02:00:00,,,4,AM,1.5m=17.10,14.613,,1.5= 46.93,0,,,,
52,1,1.5m,23/06/2019,,03:00:00,,,4,AM,1.5m=17.10,14.709,,1.5= 46.93,0,,,,
53,1,1.5m,23/06/2019,,04:00:00,,,4,AM,1.5m=17.10,14.804,,1.5= 46.93,0,,,,
54,1,1.5m,23/06/2019,,05:00:00,,,4,AM,1.5m=17.10,14.9,,1.5= 46.93,0,,,,
55,1,1.5m,23/06/2019,,06:00:00,,,4,AM,1.5m=17.10,14.9,,1.5= 46.93,4,,,,
56,1,1.5m,23/06/2019,,07:00:00,,,4,AM,1.5m=17.10,14.804,,1.5= 46.93,23,,,,
57,1,1.5m,23/06/2019,,08:00:00,,,4,AM,1.5m=17.10,14.9,,1.5= 46.93,38,,,,
58,1,1.5m,23/06/2019,,09:00:00,,,4,AM,1.5m=17.10,14.9,,1.5= 46.93,63,,,,
59,1,1.5m,23/06/2019,,10:00:00,,,4,AM,1.5m=17.10,14.9,,1.5= 46.93,93,,,,
60,1,1.5m,23/06/2019,,11:00:00,,,4,AM,1.5m=17.10,14.9,,1.5= 46.93,89,,,,
61,1,1.5m,23/06/2019,,12:00:00,,,4,PM,1.5m=17.10,14.709,,1.5= 46.93,54,,,,
62,1,1.5m,23/06/2019,,13:00:00,,,4,PM,1.5m=17.10,14.709,,1.5= 46.93,61,,,,
63,1,1.5m,23/06/2019,,14:00:00,,,4,PM,1.5m=17.10,14.613,,1.5= 46.93,43,,,,
64,1,1.5m,23/06/2019,,15:00:00,,,4,PM,1.5m=17.10,14.613,,1.5= 46.93,13,,,,
65,1,1.5m,23/06/2019,,16:00:00,,,4,PM,1.5m=17.10,14.709,,1.5= 46.93,15,,,,
66,1,1.5m,23/06/2019,,17:00:00,,,4,PM,1.5m=17.10,14.9,,1.5= 46.93,33,,,,
67,1,1.5m,23/06/2019,,18:00:00,,,4,PM,1.5m=17.10,14.9,,1.5= 46.93,53,,,,
68,1,1.5m,23/06/2019,,19:00:00,,,4,PM,1.5m=17.10,14.9,,1.5= 46.93,42,,,,
69,1,1.5m,23/06/2019,,20:00:00,,,4,PM,1.5m=17.10,14.9,,1.5= 46.93,16,,,,
70,1,1.5m,23/06/2019,,21:00:00,,,4,PM,1.5m=17.10,14.9,,1.5= 46.93,2,,,,
71,1,1.5m,23/06/2019,,22:00:00,,,4,PM,1.5m=17.10,14.804,,1.5= 46.93,0,,,,
72,1,1.5m,23/06/2019,,23:00:00,,,4,PM,1.5m=17.10,14.709,,1.5= 46.93,0,,,,
73,1,1.5m,24/06/2019,,00:00:00,,,5,AM,1.5m=17.10,14.709,,1.5= 46.93,0,,,,
74,1,1.5m,24/06/2019,,01:00:00,,,5,AM,1.5m=17.10,14.613,,1.5= 46.93,0,,,,
75,1,1.5m,24/06/2019,,02:00:00,,,5,AM,1.5m=17.10,14.613,,1.5= 46.93,0,,,,
76,1,1.5m,24/06/2019,,03:00:00,,,5,AM,1.5m=17.10,14.613,,1.5= 46.93,0,,,,
77,1,1.5m,24/06/2019,,04:00:00,,,5,AM,1.5m=17.10,14.613,,1.5= 46.93,0,,,,
78,1,1.5m,24/06/2019,,05:00:00,,,5,AM,1.5m=17.10,14.804,,1.5= 46.93,0,,,,
79,1,1.5m,24/06/2019,,06:00:00,,,5,AM,1.5m=17.10,14.804,,1.5= 46.93,2,,,,
80,1,1.5m,24/06/2019,,07:00:00,,,5,AM,1.5m=17.10,14.804,,1.5= 46.93,26,,,,
81,1,1.5m,24/06/2019,,08:00:00,,,5,AM,1.5m=17.10,14.804,,1.5= 46.93,37,,,,
82,1,1.5m,24/06/2019,,09:00:00,,,5,AM,1.5m=17.10,14.804,,1.5= 46.93,60,,,,
83,1,1.5m,24/06/2019,,10:00:00,,,5,AM,1.5m=17.10,14.804,,1.5= 46.93,66,,,,
84,1,1.5m,24/06/2019,,11:00:00,,,5,AM,1.5m=17.10,14.709,,1.5= 46.93,144,,,,
85,1,1.5m,24/06/2019,,12:00:00,,,5,PM,1.5m=17.10,14.804,,1.5= 46.93,272,,,,
86,1,1.5m,24/06/2019,,13:00:00,,,5,PM,1.5m=17.10,14.709,,1.5= 46.93,304,,,,
87,1,1.5m,24/06/2019,,14:00:00,,,5,PM,1.5m=17.10,14.804,,1.5= 46.93,272,,,,
88,1,1.5m,24/06/2019,,15:00:00,,,5,PM,1.5m=17.10,14.804,,1.5= 46.93,352,,,,
89,1,1.5m,24/06/2019,,16:00:00,,,5,PM,1.5m=17.10,14.9,,1.5= 46.93,136,,,,
90,1,1.5m,24/06/2019,,17:00:00,,,5,PM,1.5m=17.10,14.996,,1.5= 46.93,76,,,,
91,1,1.5m,24/06/2019,,18:00:00,,,5,PM,1.5m=17.10,15.091,,1.5= 46.93,60,,,,
92,1,1.5m,24/06/2019,,19:00:00,,,5,PM,1.5m=17.10,15.091,,1.5= 46.93,36,,,,
93,1,1.5m,24/06/2019,,20:00:00,,,5,PM,1.5m=17.10,15.091,,1.5= 46.93,9,,,,
94,1,1.5m,24/06/2019,,21:00:00,,,5,PM,1.5m=17.10,15.091,,1.5= 46.93,3,,,,
95,1,1.5m,24/06/2019,,22:00:00,,,5,PM,1.5m=17.10,15.091,,1.5= 46.93,0,,,,
96,1,1.5m,24/06/2019,,23:00:00,,,5,PM,1.5m=17.10,15.091,,1.5= 46.93,0,,,,
97,1,1.5m,25/06/2019,,00:00:00,,,6,AM,1.5m=17.10,15.091,,1.5= 46.93,0,,,,
98,1,1.5m,25/06/2019,,01:00:00,,,6,AM,1.5m=17.10,14.996,,1.5= 46.93,0,,,,
99,1,1.5m,25/06/2019,,02:00:00,,,6,AM,1.5m=17.10,14.996,,1.5= 46.93,0,,,,
100,1,1.5m,25/06/2019,,03:00:00,,,6,AM,1.5m=17.10,14.9,,1.5= 46.93,0,,,,
101,1,1.5m,25/06/2019,,04:00:00,,,6,AM,1.5m=17.10,14.9,,1.5= 46.93,0,,,,
102,1,1.5m,25/06/2019,,05:00:00,,,6,AM,1.5m=17.10,14.9,,1.5= 46.93,0,,,,
103,1,1.5m,25/06/2019,,06:00:00,,,6,AM,1.5m=17.10,14.9,,1.5= 46.93,2,,,,
104,1,1.5m,25/06/2019,,07:00:00,,,6,AM,1.5m=17.10,14.996,,1.5= 46.93,14,,,,
105,1,1.5m,25/06/2019,,08:00:00,,,6,AM,1.5m=17.10,14.996,,1.5= 46.93,8,,,,
106,1,1.5m,25/06/2019,,09:00:00,,,6,AM,1.5m=17.10,14.996,,1.5= 46.93,23,,,,
107,1,1.5m,25/06/2019,,10:00:00,,,6,AM,1.5m=17.10,14.996,,1.5= 46.93,33,,,,
108,1,1.5m,25/06/2019,,11:00:00,,,6,AM,1.5m=17.10,15.091,,1.5= 46.93,124,,,,
109,1,1.5m,25/06/2019,,12:00:00,,,6,PM,1.5m=17.10,15.091,,1.5= 46.93,256,,,,
110,1,1.5m,25/06/2019,,13:00:00,,,6,PM,1.5m=17.10,15.378,,1.5= 46.93,512,,,,
111,1,1.5m,25/06/2019,,14:00:00,,,6,PM,1.5m=17.10,15.282,,1.5= 46.93,368,,,,
112,1,1.5m,25/06/2019,,15:00:00,,,6,PM,1.5m=17.10,15.282,,1.5= 46.93,160,,,,
113,1,1.5m,25/06/2019,,16:00:00,,,6,PM,1.5m=17.10,15.378,,1.5= 46.93,208,,,,
114,1,1.5m,25/06/2019,,17:00:00,,,6,PM,1.5m=17.10,15.378,,1.5= 46.93,136,,,,
115,1,1.5m,25/06/2019,,18:00:00,,,6,PM,1.5m=17.10,15.664,,1.5= 46.93,85,,,,
116,1,1.5m,25/06/2019,,19:00:00,,,6,PM,1.5m=17.10,15.569,,1.5= 46.93,29,,,,
117,1,1.5m,25/06/2019,,20:00:00,,,6,PM,1.5m=17.10,15.664,,1.5= 46.93,6,,,,
118,1,1.5m,25/06/2019,,21:00:00,,,6,PM,1.5m=17.10,15.664,,1.5= 46.93,7,,,,
119,1,1.5m,25/06/2019,,22:00:00,,,6,PM,1.5m=17.10,15.664,,1.5= 46.93,0,,,,
120,1,1.5m,25/06/2019,,23:00:00,,,6,PM,1.5m=17.10,15.569,,1.5= 46.93,0,,,,
121,1,1.5m,26/06/2019,,00:00:00,,,7,AM,1.5m=17.10,15.569,,1.5= 46.93,0,,,,
122,1,1.5m,26/06/2019,,01:00:00,,,7,AM,1.5m=17.10,15.473,,1.5= 46.93,0,,,,
123,1,1.5m,26/06/2019,,02:00:00,,,7,AM,1.5m=17.10,15.473,,1.5= 46.93,0,,,,
124,1,1.5m,26/06/2019,,03:00:00,,,7,AM,1.5m=17.10,15.378,,1.5= 46.93,0,,,,
125,1,1.5m,26/06/2019,,04:00:00,,,7,AM,1.5m=17.10,15.378,,1.5= 46.93,0,,,,
126,1,1.5m,26/06/2019,,05:00:00,,,7,AM,1.5m=17.10,15.282,,1.5= 46.93,0,,,,
127,1,1.5m,26/06/2019,,06:00:00,,,7,AM,1.5m=17.10,15.282,,1.5= 46.93,4,,,,
128,1,1.5m,26/06/2019,,07:00:00,,,7,AM,1.5m=17.10,15.282,,1.5= 46.93,22,,,,
129,1,1.5m,26/06/2019,,08:00:00,,,7,AM,1.5m=17.10,15.378,,1.5= 46.93,60,,,,
130,1,1.5m,26/06/2019,,09:00:00,,,7,AM,1.5m=17.10,15.378,,1.5= 46.93,87,,,,
131,1,1.5m,26/06/2019,,10:00:00,,,7,AM,1.5m=17.10,15.378,,1.5= 46.93,69,,,,
142,1,1.5m,26/06/2019,,21:00:00,,,7,PM,1.5m=17.10,15.951,,1.5= 46.93,5,,,,
143,1,1.5m,26/06/2019,,22:00:00,,,7,PM,1.5m=17.10,15.855,,1.5= 46.93,0,,,,
144,1,1.5m,26/06/2019,,23:00:00,,,7,PM,1.5m=17.10,15.76,,1.5= 46.93,0,,,,
145,1,1.5m,27/06/2019,,00:00:00,,,8,AM,1.5m=17.10,15.76,,1.5= 46.93,0,,,,
146,1,1.5m,27/06/2019,,01:00:00,,,8,AM,1.5m=17.10,15.855,,1.5= 46.93,0,,,,
147,1,1.5m,27/06/2019,,02:00:00,,,8,AM,1.5m=17.10,15.76,,1.5= 46.93,0,,,,
148,1,1.5m,27/06/2019,,03:00:00,,,8,AM,1.5m=17.10,15.664,,1.5= 46.93,0,,,,
149,1,1.5m,27/06/2019,,04:00:00,,,8,AM,1.5m=17.10,15.569,,1.5= 46.93,0,,,,
150,1,1.5m,27/06/2019,,05:00:00,,,8,AM,1.5m=17.10,15.473,,1.5= 46.93,0,,,,
151,1,1.5m,27/06/2019,,06:00:00,,,8,AM,1.5m=17.10,15.569,,1.5= 46.93,2,,,,
152,1,1.5m,27/06/2019,,07:00:00,,,8,AM,1.5m=17.10,15.569,,1.5= 46.93,6,,,,
153,1,1.5m,27/06/2019,,08:00:00,,,8,AM,1.5m=17.10,15.664,,1.5= 46.93,11,,,,
154,1,1.5m,27/06/2019,,09:00:00,,,8,AM,1.5m=17.10,15.664,,1.5= 46.93,15,,,,
155,1,1.5m,27/06/2019,,10:00:00,,,8,AM,1.5m=17.10,15.76,,1.5= 46.93,21,,,,
156,1,1.5m,27/06/2019,,11:00:00,,,8,AM,1.5m=17.10,15.855,,1.5= 46.93,32,,,,
157,1,1.5m,27/06/2019,,12:00:00,,,8,PM,1.5m=17.10,15.951,,1.5= 46.93,66,,,,
158,1,1.5m,27/06/2019,,13:00:00,,,8,PM,1.5m=17.10,16.523,,1.5= 46.93,1536,,,,
159,1,1.5m,27/06/2019,,14:00:00,,,8,PM,1.5m=17.10,15.951,,1.5= 46.93,160,,,,
160,1,1.5m,27/06/2019,,15:00:00,,,8,PM,1.5m=17.10,16.618,,1.5= 46.93,512,,,,
161,1,1.5m,27/06/2019,,16:00:00,,,8,PM,1.5m=17.10,16.427,,1.5= 46.93,496,,,,
162,1,1.5m,27/06/2019,,17:00:00,,,8,PM,1.5m=17.10,16.141,,1.5= 46.93,216,,,,
163,1,1.5m,27/06/2019,,18:00:00,,,8,PM,1.5m=17.10,15.951,,1.5= 46.93,27,,,,
164,1,1.5m,27/06/2019,,19:00:00,,,8,PM,1.5m=17.10,16.046,,1.5= 46.93,12,,,,
165,1,1.5m,27/06/2019,,20:00:00,,,8,PM,1.5m=17.10,16.141,,1.5= 46.93,7,,,,
166,1,1.5m,27/06/2019,,21:00:00,,,8,PM,1.5m=17.10,16.141,,1.5= 46.93,2,,,,
167,1,1.5m,27/06/2019,,22:00:00,,,8,PM,1.5m=17.10,16.141,,1.5= 46.93,0,,,,
168,1,1.5m,27/06/2019,,23:00:00,,,8,PM,1.5m=17.10,16.046,,1.5= 46.93,0,,,,
169,1,1.5m,28/06/2019,,00:00:00,,,9,AM,1.5m=17.10,16.046,,1.5= 46.93,0,,,,
170,1,1.5m,28/06/2019,,01:00:00,,,9,AM,1.5m=17.10,16.046,,1.5= 46.93,0,,,,
171,1,1.5m,28/06/2019,,02:00:00,,,9,AM,1.5m=17.10,16.046,,1.5= 46.93,0,,,,
172,1,1.5m,28/06/2019,,03:00:00,,,9,AM,1.5m=17.10,16.046,,1.5= 46.93,0,,,,
173,1,1.5m,28/06/2019,,04:00:00,,,9,AM,1.5m=17.10,15.951,,1.5= 46.93,0,,,,
174,1,1.5m,28/06/2019,,05:00:00,,,9,AM,1.5m=17.10,15.951,,1.5= 46.93,0,,,,
175,1,1.5m,28/06/2019,,06:00:00,,,9,AM,1.5m=17.10,15.855,,1.5= 46.93,14,,,,
176,1,1.5m,28/06/2019,,07:00:00,,,9,AM,1.5m=17.10,15.855,,1.5= 46.93,21,,,,
177,1,1.5m,28/06/2019,,08:00:00,,,9,AM,1.5m=17.10,15.951,,1.5= 46.93,23,,,,
178,1,1.5m,28/06/2019,,09:00:00,,,9,AM,1.5m=17.10,16.046,,1.5= 46.93,33,,,,
179,1,1.5m,28/06/2019,,10:00:00,,,9,AM,1.5m=17.10,16.046,,1.5= 46.93,59,,,,
180,1,1.5m,28/06/2019,,11:00:00,,,9,AM,1.5m=17.10,16.141,,1.5= 46.93,128,,,,
181,1,1.5m,28/06/2019,,12:00:00,,,9,PM,1.5m=17.10,16.237,,1.5= 46.93,304,,,,
183,1,1.5m,28/06/2019,,14:00:00,,,9,PM,1.5m=17.10,16.332,,1.5= 46.93,400,,,,
186,1,1.5m,28/06/2019,,17:00:00,,,9,PM,1.5m=17.10,16.237,,1.5= 46.93,416,,,,
187,1,1.5m,28/06/2019,,18:00:00,,,9,PM,1.5m=17.10,16.141,,1.5= 46.93,216,,,,
188,1,1.5m,28/06/2019,,19:00:00,,,9,PM,1.5m=17.10,16.141,,1.5= 46.93,47,,,,
189,1,1.5m,28/06/2019,,20:00:00,,,9,PM,1.5m=17.10,16.332,,1.5= 46.93,16,,,,
190,1,1.5m,28/06/2019,,21:00:00,,,9,PM,1.5m=17.10,16.332,,1.5= 46.93,4,,,,
191,1,1.5m,28/06/2019,,22:00:00,,,9,PM,1.5m=17.10,16.332,,1.5= 46.93,0,,,,
192,1,1.5m,28/06/2019,,23:00:00,,,9,PM,1.5m=17.10,16.332,,1.5= 46.93,0,,,,
193,1,1.5m,29/06/2019,,00:00:00,,,10,AM,1.5m=17.10,16.332,,1.5= 46.93,0,,,,
194,1,1.5m,29/06/2019,,01:00:00,,,10,AM,1.5m=17.10,16.237,,1.5= 46.93,0,,,,
195,1,1.5m,29/06/2019,,02:00:00,,,10,AM,1.5m=17.10,16.332,,1.5= 46.93,0,,,,
196,1,1.5m,29/06/2019,,03:00:00,,,10,AM,1.5m=17.10,16.332,,1.5= 46.93,0,,,,
197,1,1.5m,29/06/2019,,04:00:00,,,10,AM,1.5m=17.10,16.237,,1.5= 46.93,0,,,,
198,1,1.5m,29/06/2019,,05:00:00,,,10,AM,1.5m=17.10,16.237,,1.5= 46.93,0,,,,
199,1,1.5m,29/06/2019,,06:00:00,,,10,AM,1.5m=17.10,16.141,,1.5= 46.93,13,,,,
200,1,1.5m,29/06/2019,,07:00:00,,,10,AM,1.5m=17.10,16.141,,1.5= 46.93,39,,,,
201,1,1.5m,29/06/2019,,08:00:00,,,10,AM,1.5m=17.10,16.141,,1.5= 46.93,34,,,,
202,1,1.5m,29/06/2019,,09:00:00,,,10,AM,1.5m=17.10,16.237,,1.5= 46.93,55,,,,
203,1,1.5m,29/06/2019,,10:00:00,,,10,AM,1.5m=17.10,16.427,,1.5= 46.93,69,,,,
204,1,1.5m,29/06/2019,,11:00:00,,,10,AM,1.5m=17.10,16.427,,1.5= 46.93,124,,,,
205,1,1.5m,29/06/2019,,12:00:00,,,10,PM,1.5m=17.10,16.713,,1.5= 46.93,248,,,,
206,1,1.5m,29/06/2019,,13:00:00,,,10,PM,1.5m=17.10,16.618,,1.5= 46.93,896,,,,
207,1,1.5m,29/06/2019,,14:00:00,,,10,PM,1.5m=17.10,16.713,,1.5= 46.93,384,,,,
208,1,1.5m,29/06/2019,,15:00:00,,,10,PM,1.5m=17.10,16.999,,1.5= 46.93,1024,,,,
209,1,1.5m,29/06/2019,,16:00:00,,,10,PM,1.5m=17.10,17.094,,1.5= 46.93,1600,,,,
210,1,1.5m,29/06/2019,,17:00:00,,,10,PM,1.5m=17.10,16.523,,1.5= 46.93,416,,,,
211,1,1.5m,29/06/2019,,18:00:00,,,10,PM,1.5m=17.10,16.618,,1.5= 46.93,768,,,,
212,1,1.5m,29/06/2019,,19:00:00,,,10,PM,1.5m=17.10,16.427,,1.5= 46.93,43,,,,
213,1,1.5m,29/06/2019,,20:00:00,,,10,PM,1.5m=17.10,16.523,,1.5= 46.93,17,,,,
214,1,1.5m,29/06/2019,,21:00:00,,,10,PM,1.5m=17.10,16.427,,1.5= 46.93,5,,,,
215,1,1.5m,29/06/2019,,22:00:00,,,10,PM,1.5m=17.10,16.427,,1.5= 46.93,0,,,,
216,1,1.5m,29/06/2019,,23:00:00,,,10,PM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
217,1,1.5m,30/06/2019,,00:00:00,,,11,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
218,1,1.5m,30/06/2019,,01:00:00,,,11,AM,1.5m=17.10,16.618,,1.5= 46.93,0,,,,
219,1,1.5m,30/06/2019,,02:00:00,,,11,AM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
220,1,1.5m,30/06/2019,,03:00:00,,,11,AM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
221,1,1.5m,30/06/2019,,04:00:00,,,11,AM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
222,1,1.5m,30/06/2019,,05:00:00,,,11,AM,1.5m=17.10,16.427,,1.5= 46.93,0,,,,
223,1,1.5m,30/06/2019,,06:00:00,,,11,AM,1.5m=17.10,16.141,,1.5= 46.93,8,,,,
224,1,1.5m,30/06/2019,,07:00:00,,,11,AM,1.5m=17.10,16.141,,1.5= 46.93,28,,,,
225,1,1.5m,30/06/2019,,08:00:00,,,11,AM,1.5m=17.10,16.141,,1.5= 46.93,64,,,,
226,1,1.5m,30/06/2019,,09:00:00,,,11,AM,1.5m=17.10,16.141,,1.5= 46.93,74,,,,
227,1,1.5m,30/06/2019,,10:00:00,,,11,AM,1.5m=17.10,16.332,,1.5= 46.93,37,,,,
228,1,1.5m,30/06/2019,,11:00:00,,,11,AM,1.5m=17.10,16.618,,1.5= 46.93,106,,,,
229,1,1.5m,30/06/2019,,12:00:00,,,11,PM,1.5m=17.10,16.713,,1.5= 46.93,192,,,,
230,1,1.5m,30/06/2019,,13:00:00,,,11,PM,1.5m=17.10,17.094,,1.5= 46.93,960,,,,
231,1,1.5m,30/06/2019,,14:00:00,,,11,PM,1.5m=17.10,16.999,,1.5= 46.93,384,,,,
232,1,1.5m,30/06/2019,,15:00:00,,,11,PM,1.5m=17.10,17.284,,1.5= 46.93,672,,,,
233,1,1.5m,30/06/2019,,16:00:00,,,11,PM,1.5m=17.10,16.999,,1.5= 46.93,960,,,,
234,1,1.5m,30/06/2019,,17:00:00,,,11,PM,1.5m=17.10,16.808,,1.5= 46.93,128,,,,
235,1,1.5m,30/06/2019,,18:00:00,,,11,PM,1.5m=17.10,16.618,,1.5= 46.93,82,,,,
236,1,1.5m,30/06/2019,,19:00:00,,,11,PM,1.5m=17.10,16.427,,1.5= 46.93,45,,,,
237,1,1.5m,30/06/2019,,20:00:00,,,11,PM,1.5m=17.10,16.427,,1.5= 46.93,39,,,,
238,1,1.5m,30/06/2019,,21:00:00,,,11,PM,1.5m=17.10,16.427,,1.5= 46.93,3,,,,
239,1,1.5m,30/06/2019,,22:00:00,,,11,PM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
240,1,1.5m,30/06/2019,,23:00:00,,,11,PM,1.5m=17.10,16.618,,1.5= 46.93,0,,,,
241,1,1.5m,01/07/2019,,00:00:00,,,12,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
242,1,1.5m,01/07/2019,,01:00:00,,,12,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
243,1,1.5m,01/07/2019,,02:00:00,,,12,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
244,1,1.5m,01/07/2019,,03:00:00,,,12,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
245,1,1.5m,01/07/2019,,04:00:00,,,12,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
246,1,1.5m,01/07/2019,,05:00:00,,,12,AM,1.5m=17.10,16.618,,1.5= 46.93,0,,,,
247,1,1.5m,01/07/2019,,06:00:00,,,12,AM,1.5m=17.10,16.523,,1.5= 46.93,9,,,,
248,1,1.5m,01/07/2019,,07:00:00,,,12,AM,1.5m=17.10,16.332,,1.5= 46.93,32,,,,
249,1,1.5m,01/07/2019,,08:00:00,,,12,AM,1.5m=17.10,16.237,,1.5= 46.93,62,,,,
250,1,1.5m,01/07/2019,,09:00:00,,,12,AM,1.5m=17.10,16.237,,1.5= 46.93,80,,,,
251,1,1.5m,01/07/2019,,10:00:00,,,12,AM,1.5m=17.10,16.237,,1.5= 46.93,42,,,,
252,1,1.5m,01/07/2019,,11:00:00,,,12,AM,1.5m=17.10,16.523,,1.5= 46.93,54,,,,
253,1,1.5m,01/07/2019,,12:00:00,,,12,PM,1.5m=17.10,16.713,,1.5= 46.93,104,,,,
254,1,1.5m,01/07/2019,,13:00:00,,,12,PM,1.5m=17.10,16.808,,1.5= 46.93,168,,,,
255,1,1.5m,01/07/2019,,14:00:00,,,12,PM,1.5m=17.10,16.903,,1.5= 46.93,400,,,,
262,1,1.5m,01/07/2019,,21:00:00,,,12,PM,1.5m=17.10,16.237,,1.5= 46.93,2,,,,
263,1,1.5m,01/07/2019,,22:00:00,,,12,PM,1.5m=17.10,16.332,,1.5= 46.93,0,,,,
264,1,1.5m,01/07/2019,,23:00:00,,,12,PM,1.5m=17.10,16.332,,1.5= 46.93,0,,,,
265,1,1.5m,02/07/2019,,00:00:00,,,13,AM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
266,1,1.5m,02/07/2019,,01:00:00,,,13,AM,1.5m=17.10,16.618,,1.5= 46.93,0,,,,
267,1,1.5m,02/07/2019,,02:00:00,,,13,AM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
268,1,1.5m,02/07/2019,,03:00:00,,,13,AM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
269,1,1.5m,02/07/2019,,04:00:00,,,13,AM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
270,1,1.5m,02/07/2019,,05:00:00,,,13,AM,1.5m=17.10,16.427,,1.5= 46.93,0,,,,
271,1,1.5m,02/07/2019,,06:00:00,,,13,AM,1.5m=17.10,16.427,,1.5= 46.93,7,,,,
272,1,1.5m,02/07/2019,,07:00:00,,,13,AM,1.5m=17.10,16.332,,1.5= 46.93,15,,,,
273,1,1.5m,02/07/2019,,08:00:00,,,13,AM,1.5m=17.10,16.141,,1.5= 46.93,25,,,,
274,1,1.5m,02/07/2019,,09:00:00,,,13,AM,1.5m=17.10,16.046,,1.5= 46.93,28,,,,
275,1,1.5m,02/07/2019,,10:00:00,,,13,AM,1.5m=17.10,16.046,,1.5= 46.93,28,,,,
276,1,1.5m,02/07/2019,,11:00:00,,,13,AM,1.5m=17.10,16.141,,1.5= 46.93,18,,,,
277,1,1.5m,02/07/2019,,12:00:00,,,13,PM,1.5m=17.10,16.332,,1.5= 46.93,38,,,,
278,1,1.5m,02/07/2019,,13:00:00,,,13,PM,1.5m=17.10,16.618,,1.5= 46.93,1088,,,,
279,1,1.5m,02/07/2019,,14:00:00,,,13,PM,1.5m=17.10,16.808,,1.5= 46.93,768,,,,
280,1,1.5m,02/07/2019,,15:00:00,,,13,PM,1.5m=17.10,16.999,,1.5= 46.93,576,,,,
281,1,1.5m,02/07/2019,,16:00:00,,,13,PM,1.5m=17.10,17.189,,1.5= 46.93,184,,,,
282,1,1.5m,02/07/2019,,17:00:00,,,13,PM,1.5m=17.10,16.903,,1.5= 46.93,108,,,,
283,1,1.5m,02/07/2019,,18:00:00,,,13,PM,1.5m=17.10,16.903,,1.5= 46.93,93,,,,
284,1,1.5m,02/07/2019,,19:00:00,,,13,PM,1.5m=17.10,16.713,,1.5= 46.93,115,,,,
285,1,1.5m,02/07/2019,,20:00:00,,,13,PM,1.5m=17.10,16.523,,1.5= 46.93,10,,,,
286,1,1.5m,02/07/2019,,21:00:00,,,13,PM,1.5m=17.10,16.332,,1.5= 46.93,2,,,,
287,1,1.5m,02/07/2019,,22:00:00,,,13,PM,1.5m=17.10,16.141,,1.5= 46.93,0,,,,
288,1,1.5m,02/07/2019,,23:00:00,,,13,PM,1.5m=17.10,16.141,,1.5= 46.93,0,,,,
289,1,1.5m,03/07/2019,,00:00:00,,,14,AM,1.5m=17.10,16.237,,1.5= 46.93,0,,,,
290,1,1.5m,03/07/2019,,01:00:00,,,14,AM,1.5m=17.10,16.427,,1.5= 46.93,0,,,,
291,1,1.5m,03/07/2019,,02:00:00,,,14,AM,1.5m=17.10,16.427,,1.5= 46.93,0,,,,
292,1,1.5m,03/07/2019,,03:00:00,,,14,AM,1.5m=17.10,16.427,,1.5= 46.93,0,,,,
293,1,1.5m,03/07/2019,,04:00:00,,,14,AM,1.5m=17.10,16.332,,1.5= 46.93,0,,,,
294,1,1.5m,03/07/2019,,05:00:00,,,14,AM,1.5m=17.10,16.332,,1.5= 46.93,0,,,,
295,1,1.5m,03/07/2019,,06:00:00,,,14,AM,1.5m=17.10,16.332,,1.5= 46.93,5,,,,
296,1,1.5m,03/07/2019,,07:00:00,,,14,AM,1.5m=17.10,16.237,,1.5= 46.93,10,,,,
297,1,1.5m,03/07/2019,,08:00:00,,,14,AM,1.5m=17.10,16.237,,1.5= 46.93,17,,,,
298,1,1.5m,03/07/2019,,09:00:00,,,14,AM,1.5m=17.10,16.141,,1.5= 46.93,28,,,,
299,1,1.5m,03/07/2019,,10:00:00,,,14,AM,1.5m=17.10,16.141,,1.5= 46.93,35,,,,
300,1,1.5m,03/07/2019,,11:00:00,,,14,AM,1.5m=17.10,16.141,,1.5= 46.93,30,,,,
